rating,review
1,i put this new sd card in my new gs for the first time and now the metal contacts are scratched and it randomly unmounts from the phone my older gb sandisk works just fine so im thinking its the thicker paint or something causing this i dont know but its ruined it scratched the first day but im just now noticing the unmounts now that i have my music on it every few songs it will unmount and remount interupting my music ill never buy another expensive sandisk im going to order a different brand just make sure i can find one without paint on it sucks i really thought this was going to be a good one i love the colors and its so fast to transfer files to too bad its broken and i didnt find out about it until after the return date so im screwed oh well never again ill give my business to someone else
1,i bought this for my android phone and it kept stating media scanning over and over even when the device was on or not even restarted i thought it was the phone and was so annoyed then did a search and found that several others got a duds from this same batch off amazon so not only did i pay for this now i have a useless gb card that refuses to hold music on my phone or anywhere else i loaded a gb card in the same device and it only scans media when restarted and does not lag at all the phone can hold up to gb too if you dont believe me go onto the sandisk message boards and look its a dud so disappointing
1,card has failed several times in the phone i installed it in i purchased it for the phone where it has resided for a month in that time it has required reformatting three times which makes its utility useless as a storage device
1,i routinely use sdxc cards up to gb and this card was unreadable on arrival both of my pcs said it needed to be formatted and as a last resort i let one of them try windows iwith uptodate sdxc drivers and it could not format it its on its way back to amazon im glad their returns are so easy
1,i purchased a gb samsung sd card to expand the memory of the phonehowever i frequently get a message that the card has been removed or is recoveringsometimes the problem clears itself other times i have to reboot the phoneit also says mtp application will restart to prepare sd card it then starts listing the restartingrecovering sd cardi eventually replaced it with a sandisk gb microsd hd card from walmart and it is operating finei have been reading a lot about people having issues with the gb sandisk cards and the galaxy si wish i had done more research before wasting on what i thought was a good buy
1,i installed this on my galaxy note and it crashed after one month lost all my pictures on the card had it not been for google plus instant upload and redundant backup to dropbox all of the pictures would have been lost i think i should get a refund but i did not keep the original packaging i would not buy this but if you do keep the packaging so you can return it if you read most of the reviews you will see that a lot of people have had trouble with this card crashing i dont think amazon should offer it as it hurts their overall customer satisfaction
1,nov bought the cardjan card failedit cannot be formatted or used in any wayit lasted months and most of that time i was not even using it
1,despite the class rating this card has much slower write speeds than some others and there are numerous examples online of it not being fast enough to work with the high resolution video from the gopro hero black edition if youre using that camera choose one of the cards recommended on their site
1,after i put this card in my new s my camera would hang and just not respond to anything some apps also stopped working i put in my old gb card and everything worked fine
1,piece of crap died two months after i bought iti am sure that makes it on me to buy anothergreat
1,it failed after about one year of using on a samsung galaxy s now i contacted sandisk for a potential replacement i cant format it or do anythin wiith it
1,i first tried putting it in my camera without formatting it just said insert another card i put it into my linux computer and it output lots of errors in the syslog and fsck wouldnt work at all just errored out so i couldnt even format itmy windows computer couldnt recognize it either though it tried to format it my phone didnt give any errors but i wasnt able to really test it there i do wonder if just the mini to standard adapter is the problem since my phone has a mini slot and everywhere else that i tried it needed the adapterexchanging for a different brand and ill see what happens
1,i purchased four items from amazon and when i opened the box my gb memory card was missing so rating this product is truly impossible
1,bought of these for the wifes my android phone when hers failed after months we figured it was just luck of the draw now mine failed after just over months losing a bunch of photos videos i made sure to back up every few weeks but even so we just lost a bunch of photos of our month newbornclearly sandisk had a bad batch with this lot and as the return policy is horrible i wont be buying any more sandisk no matter how cheap when we bought them on sale around january they were over half the price of similar sd cards again sandisk clearly knew they had a bad batch shame on them for dumping them on the customer no matter how cheapwhile i would presumed they would have solved the problem in production buy at your own risk sandisk will sell product with ridiculous failure rateedit after submitting my review i did some more research on other sites and the low star reviews here sandisk is so clearly guilty of selling a defective product from the batch about months ago which as i said before is when they put them on a super discount sale they knew what they were doing and they are thumbing their nose at customers who just fell outside warrantee like myselfto knowingly sell your customer something that is going to fail at an unacceptable rate and then ignore them because it failed a little bit outside warrantee is just bad faith i beg people considering buying this product to not do so and thumb up the reviews warning of failures it is only when companies lose sales do they reconsider not screwing their customers like thispersonally i have bought several sandisk thumb drives compactflash cards and a sandisk mp player the thumb drives were ok but i wouldnt buy another mp player from them it was buggy as hell up until now i had an overall neutral to favorable opinion of them not anymoreif you think i am overreacting please just skim through a few pages submitted in springtime of there is at least one or more months and it failed reviews per page
1,i love sandisk and i have used quite a few of their products including an mp player a couple of usb keys and even a micro sd card class i have never had any problems after installing this card however i have seen it unmounting itself randomly to be detected again and automatically being mounted by my galaxy s device this happens several times a day including when i am in the middle of watching a movie on the phone this is the first week that i have had the card this is unacceptable normally i would have just asked for a replacement but after doing some research online i have found out that this seems to be a recurrent problem on many phone models and doesnt seem to be just a dud but a production issue i have returned the card and i am going to go with another brand instead
1,i thought this was a sure winner from the average rating with thousands of reviews but if you notice the bad reviews involve the card becoming unreliable after a couple weeks of use typically people write reviews shortly after receiving the product my card worked fine for weeks and then started having problems i reformatted the card reinserted in the phone removed the battery every trick i could read about but the card still remained unreliable and the phone was thinking it was being removed at random times so i stuck my olders slower gb microsd card in worked finei suspect one or both is happening with this carda some cards are defective but it takes some usage for them to start failing to where the user noticesb for some reason this brand of card doesnt like certain devices like my samsung galaxy smy guess is i got a lemon but im not chancing it to getting another one and will just move on to another reputable brandyou get what you pay for may be applicable here but a lot of others did have success with this card so ymmv
1,i used it in my droid razr maxx hd and it kept unmounting itself then it became unresponsive and all my data was lost now it isnt recognized by my phone or my laptop dead in the water
1,i bought the sandisk ultra gb card for use in my samsung smart phone worked great for about months now the phone wont recognize the card neither will my computer just went unreadable one day very disappointed in the reliability of this card will contact sandisk as it has a lifetime warranty shall see if theyll stand behind their product
1,i dont notice any significant performance increase over the less expensive class sandisk sd card i dont recommend this card
1,theres a lot of counterfeits on these and i apparently picked up a bum card from memorywhiz my device shows me theres a gb of space there it just is impossible to gain access to it rather the sdcard folder is found on my devices internal memory the memory that came with the device i even downloaded some apps that were supposed to read and write from my sdcard but they work even when i unmount the card and remove it so check out these cards thoroughly when you buy them and make sure theyre what they say they are naturally sandisk isnt going to stand by a counterfeit
2,tried this with its adapter on dslr camera and got some errors at times while trying to save data to card it is ok for other uses like computer external data
2,this card would not show gb until i spent on a card reader that supports sdxc and after doing that it is transferring at class speed i managed to get it formatted in fat with gb free for my cowon j but its taking hours to transfer gb to it i got a refund because this is not the service and quality i paid for i just hope the music lists on my pmp when i turn it on tomorrow i have it in the microsdxc slot of the aft prou which is connected to a syba via vl usb card feel free to tell me i am doing it wrong and how to get class speedupdate the transfer finished but the data does not show in my cowon j so the early versions that worked are gone do not buy these for a device that is not sdxc specific because they have changed something in them
2,bought this to use in my samsung siii as it was supposed to be a fast card worked fine until it totally died after less than a year of very little us due to the design of the siii phone popped up a message that the sd card had been removed it hadnt nothing i did to the phone brought the card back up removed it and tried it in my laptop win and other computer xp pro and it is totally dead neither will even recognize its in the drive working with sandisk to get a replacement they want all kinds of fairly useless information will see if i get an rma number and replacement cardthis is the first memory card i have ever had failas an update warranty service from sandisk has proven to be nonexistent they first asked to have over questions answered then mysteriously lost all the answers i sent back three times
2,with a usb card reader crystaldiskmark shows blazing fast mbs read but disappointingly slow mbs write speed so you can pretty much forget about reliable p video recordingupdate it is correct that write speed great than mbs is enough for p recording i need to clarify that the card is very slow when uhs is not enabled the readwrite speeds drop to mbs for devices that are a few years old such as canon ti which does not support uhs p recording may not be reliable this card is classified as class it should support sustained write speed of at least mbs without uhs it fails my test as observed by other reviewers as well
3,i use it for my galaxy s and this card crashed on me few times i lost all my photos and music thankfully they were all backed up but the worst part is the card completely stopped working at one point i had to contact sandisk for a replacement and it was a hassle
3,i get the occasional dropped frames when using it to record hd video in hd camera solid for the couple of weeks time will tell
3,it works just like it should it really does work like it should i bought this thinking it would work and it does
3,i really dont know what to think about this i got it thinking it would solve my memory problems but thats not the case turns out you can only put certain things on this and of course none of the thingsthat are eating up your memory onyour will go there is a way to swap your internal memory for your external card but its not easy and you have to root your phone
3,formatted card with sdformatter pc used to test this card sony vaio cd sz vaio memory card adapter vgpmcaahtestw test resultstest finished without errorswriting speed mbytesreading speed mbyteshtestw vandroid phone samsung exhibit sdtools test resultmbs writembs readalso tested write speed with an older model sandisk usb sd card reader and cheap generic unbranded reader get about same results i dont have any devices that can handle uhs ultra speed of this card seems like a class card or none of my gadgets can handle mbs write speed or its a class card sold as class
3,gets the job done for my gopro so thats good i just never liked how small the actual card is due to its nature of it might just get lostthen thats game over the price was amazing so i got two for the price of half of one
3,does what it says hasnt broken yet and i hope it doesnt break ive had luck with this brand before usually get bored with the product before it breaks
3,the chip worked fine fit perfectly but it is so tiny if it falls out you are going to have a hard time finding itif your application is a tablet or pad if it has a pushin holderyou will want to put some tape or other securing agent across the top of the chip and onto the table sides if i had thought of it clear finger nail polish would have worked just fine or even a half drop of super glue on the topi didnt and its forever gone now i changed from android to ipad and very satisfied that i upgraded to apple
3,i have two of these and use them for my galazy note its great having the flexibility to keep extra storage with you for your phabletso far they have done what they are intended to do
3,i purchased this product a few months back as a replacement for another gb sandisk memory card that wasnt even a year old that ceased to work after using this memory card for a few months i started having the same problem where the card randomly stops working or is not even recognized by my galaxy s phone i tried plugging it into my computer with the provided adapter and it seldom gets recognized this card is not worth the money for it will not last buy pny or any other brand sandisk has lost a customer amazoncom rocks they refunded the full amount of the purchase kudos to them
3,update well i suppose nothing lasts forever after almost a year the card has gone bad i use the card a lot in my smartphone a tmobile samsung galaxy s sght all my photos voice recordings and downloads go on this card and the downloads are transferred to my computer almost daily via usb cable a few days ago a video file i transferred to my computer refused to play correctly no video and the audio was skipping and squealing which i recognize as the sound of a corrupted file i thought maybe the transfer didnt complete tried it again same result i tried to play the file right on the phone and it didnt play on my phone i knew there was a problem i tried copying the video to my phone storage and playing it there still no luck then i deleted the video and decided to download it directly to my phone not the sd card eureka it played perfectlyi formatted the sdxc card twice once from the phone and once through windows and tried the same test downloaded video file to the card then to the phone same result both times it wouldnt play on the sd card but it did on the phone all videos used to play perfectly on the sd card finally i swapped out the card for my older sandisk ultra gb micro sdxc card like magic it worked perfectly no matter what i played on it so yeah the gb card is dead i should note that the card performed flawlessly for nearly a year up until a few days agothankfully sandisk ultra products like this carry an incredible lifetime warranty or years for regions that dont recognize lifetime their extreme line of cards raise that to years ive contacted their support for an rma so ill update this review as events unfold if they replace it quickly ill bump this back up to starsoriginal reviewim using a samsung galaxy s smartphone sandisk ultra micro sd cards have never failed me and this ones no exception i used to have a gb card theyre fast and reliable and never corrupt data which is more than can be said for some cheaper brands like pny those fail quite often i cant wait to get the new gb model
3,it does what it says but the price needs to come down alot stars bcuz it costs too much for what it is
3,unless your really stringent on form factor and negligible speed always get these with the adapter some phones do not transfer data that quickly and the adapter is a life saver always have it in my pc when dumping large files speed is actually a big improvement over the gb card
3,i am using it my camera instead but if you want it on a sum sung this isnt the one to buy
3,its the wrong one because i thought i was getting the gb one i need to know how to return this one and i will reorder the right one
3,the card does all it promises to do but i have a gripe the nailridge near the outer end of the card is not defined enough which makes it rather difficult to extract the card from a reader or adapterthis is the first microsd card i have that has had this problem
3,decent transfer speeds out of phonein phone sees around mbs down to this card is nothing to write home about however as it only lasted me months now it will not read in my phone or laptop or friends phone so now i lost all my filesi recommend you store your vital files in the phone
3,anybody getting this gb card be aware that this card before use needs to be formatted the problem is that computers only format gb or less i got only gb formatted of the card sandisk dont tell that to nobody so whats the use to buy such expensive card when you can only use gb instead of the you can google it and discover that other people had the same problem i wish i knewi bought it to put it on my galaxy note android phone i think they shouldnt even sell the gb or at least informed the people i heard that there are applications that could make it work but when i buy something i expect that to work without the need of hassling around since im not a geek
3,i chose this item because of the speed of the memory and also because of the sandisk brand and i wasnt disappointed the memory works fine in my motorola razorm cell phone allowing me to store movies pictures and music that i can play on my phone the adapter on the other hand feels flimsy and fragile i had trouble inserting it into two different readers and even then it felt like like it was going to break i have several other adapters and this adapter feels like the material is much thinner than the others having said that i didnt purchase the memory for the adapter i purchased it for the speed rating and compatibility all things being equal i would consider purchasing the memory again
3,quickly went bad i used it for maybe weeks better keep your receipt too bad i didntbad deal period
3,its a memory card you take pics the card stores them if this is too complex a concept ask someone for help
3,this sandisk uhs tf card is in good qualityhowever it is not working as fast as the class standard for operating a series of kb files it can only read at mbs and write at mbscompared to the samsung uhs microsd the samsung uhs card can at least process mb of kb files per second either reading or writing for readingwriting giant files this sandisk card can reach mbs for reading and mbs for writing which is acceptable for this price but still a bit lower than samsung
3,this little memory card is quite fast and it gives me a ton of expansion storage on my galaxy s file transfers from the phones internal storage or over a usb connection to my pc from the card when it its in my phone are a lot faster than i anticipated the included adapter for using the microcard in a pc sim card slot doesnt work ive tried reading the microcard using the full size sim adapter in three different pcs and had no luck at all i think the adapter is just junk
3,have only transfered some pictures and music so far my s galazy had no problems recognizing the cardhear a lot of rumors about memory cards not working having to format first etc but this one worked from me right out of the boxthe included adapter is also good when i want to use with my computers for slide shows since microsdhc are not supported by many if anyjust to small
3,the gb holds alot and when they say that this memory card is fast they mean it holds everything i need on my android phone and works well with it had a few issues with the phone primarily but it was resolved when i reset the phone note the phone is an old sony xperia ion lta and has had issues from overuse so i needed to reset it regardless of the memory card once i finished setting up the phone and memory card from factory specs the devices worked like a charm still would not overrate it though so like most of my other reviews
3,i was really excited when this came out i have a mac air and a lot of music and film on it so the ability to stick this in my minidrive was great it was that or buy a gb minidrive air which is like more that this and i already had a minidrive problem is its not very fast not fast enough my girlfriend has a new gb minidrive and it runs way faster than this in my old adapter and new sandisk its great though gb in this little chip glad its out cause now its just a matter of time before they make it betterthanks
3,seemed to work as advertised but my first one failed abruptly after one week my smartphone failed to see it but amazon replaced it at no additional charge the second one is still working fine my smartphone is a samsung sg
3,great card but have had some issues with my gopro with this one maybe a firmware update will help my situation
3,i owned one of these for a year before it lost its ability to write to itself this was very disappointing but not a deal breaker for me because san disk products are usually built to last i believe i just received a bad one from the batch that mine came from
3,i bought two pieces and they were working well but after filling one of them with videos the entire card just failed i was unable to reformat it even by using partition magic otherwise the other one is working just fine
3,this is a great card the fps with this card were incredible i ended up needing more memory so i bought the sandisk gb card
3,im currently using it for my nokia lumia and my camera works very well and very fast but expensiveedit i was really happy with the card until i had to record video on it it seems that it doesnt write fast and my recordings end up being choppy and unwatchable i was really disappointed in it cuz i had to switch back to my phones storage when recording video
3,but since i cant say with any certainty whether it was the phone or the card ill just say its a middle of the road product when it did work though man it was blazing fast read speed
3,i bought this for my new samsung galaxy s and the first one i ordered produced formatting issues on my phone every time i rebooted i looked online and found a number of these got recalled or something at one point and some didnt but just dont worki returned it for a replacement and the replacement has worked fine in my phone with constant use im on month with no issues
3,some reason this card and a replacement card did not work with my gopro hero therefore i could only give the card a instead of a ive also read that many people are having the same problem with all brands of micro sd gb cards
3,i do not get the advertised speed of mbs more like a kbs on my galaxy s at least it gives me a lot of extra storage space for a phone it works nicely if you dont need to transfer big files
3,had to send it back to sandisk they did replace it at no cost which is nice but still if i had lost a bunch of data i would have been pretty bummed i used it in my phone to store music one day i turned on my phone and it said cant read card that was it i tried putting it in my computer to reformat wasnt even recognized as a drive at all
3,i feel a little cheated they state that this is the best for android phone yet it failed i never even removedi have had other memory cards last me years upon years have to look for another one so disappointed the phone moved smoother but not sure it is worth it
3,works as well as a sd card can i guess but its not gb its gb not like it really is all that big a deal but i just found it strange
3,the card was good havent had a problem with it yet good price fit the product i bought it for
3,worked for awhile and then android would blow chunks unexpectedly removed windows sometimes could not read them and just blew up explorer formated fat ect ect ect over and over im done with sandisk i think the problem is the class part of these cards all other cards i have work fine and they are less than class maybe this was a bad batch because my replacement card a few days later from amazon did the same thing againedit decided to pick up the card that was laying on my counter for the last months and give things another try still does not work in htc evo lte or evo d finally got it working in galaxy s still very frustrating
3,and you wouldnt believe what sandisk put me through to get a warranty replacement however i finally got the replacement and it has been working fine ever since
3,the product met my expectations i expected it would go in my s thats about all there is to say
3,will review when i install and use product arrived on time appears to be quality and what i need will review soon
3,it may be that the internal sd slot of the mac book air is not too fast perhaps i am very disappointed that i can only achieve mbs of writeread speed makes me remember speeds of years ago again this may be the computers fault but i am not too happy
3,used for a digital camera cardread speeds tested acceptable on a laptop using the adapter mbswrite speeds were atrocious reading mbs to kbsthe write speeds are not good for a card that needs to write files such as pictures or hd videoi have taken a few photos and tested the video perhaps the camera is capable of using this card at a better rated speed than the laptop and adapter
3,i bought this card excited to expand the gb of storage that come with the phone however this card had issues mounting when i would start the phone after some research it looks like sandisk had a large batch of bad cards if formatted as fat the issue rarely occurred but when formatted as exfat like is ideal for mobile devices it would happen every time the phone was reset take caution with these cards the bad batch should be over i have read but if looking to use in a samsung phone maybe considering buying a different type of card as this is the only brand i have seen with issues other than that it is a good card with great size
3,um nothing much to really say about it the adapter for it works but i gave it stars because it goes in n out sometimes
3,well it does work and glad that it is not fake as you would get if you bought from other online stores at a piece but their max transfer speed is only at mbs not as advertised and i have a very decent desktop with usb connector
3,failed in one month sandisk very promptly replaced great customer service and the new card seems to work ok i have read that there are some problems with the galaxy s so it may not have been the memory modules fault it failed
3,i bought one but it died on my galaxy s but i sent it in to sand disk and they sent a brand new one
3,my sd card showed only a little more than gb available for my gb card thats the bare minimum ill accept without sending it back im normally happy with the brand name sd cards i buy on amazon though for the price i paid for this particular card my expectations were higher
3,after months would not read at all used all sorts of card readers and computers and internals went completely dead strange for a product from this company but i guess it happens may not happen to you but since its a high capacity would that mean its more susceptible to becoming corrupted would not buy again maybe a gb
3,than i expected i dont know if it would kill any manufacturers to actually have a memory card or stick or device to actually have available the advertised capacity fortunately l learned that the advertised and actual available memory are two separate things before i bought it always scroll down and read the technical spec of a device or anything before you buy as that way ideally your actually informed let the buyer beware is more appropriate every day as most things are not exactly as they seem and if its food and cheap its likely cancer causing and dont feed your body and your car in the same place
3,when it did work it worked well one day it just died months after i bought it i know these thinks happen with any memory card it happened to me on another card i had but that is another story luckily sandisk has decent customer service and will send me a new card they were actually easy to work with i contacted them through email hopefully all goes well that ends well
3,not bad i doesnt feel any quicker than a normal gb card and you only get gb of storage
3,the card seemed to work well in most devices that i tried it in but in a samsung galaxy s it would continue to unmount and mount over over on the phone a known issue on the galaxy s forums due to a possibly bad batch of them i tried to reformat the card in the phone and from a pc computer but that didnt help finally i just called sandisk and they had to rma the card which took about weeks from start to finish when i had the new card in my hand the new gb card from sandisk looks slightly different but still has gray red on it however it now works great in the galaxy s and hasnt had any unmounting issues now for the past weeksgood card for pretty much everything else except in the new samsung galaxy s phones
3,seems like a good value but as yet ive not gotten to actually use minei bought it for a contour camera without realizing that was apparently known to be incompatible found that out afterward on contours forum the device itself will support microsd up to gb but there is something about sandisk ultras that doesnt play nicely unclear what exactlyso im sure its great but you might want to check around to make sure your device will support the thing
3,san disk makes good cards however i thing the price is somewhat highso i got the gb for half the price so i will have to download my pictures twice a month instead of once a month
3,i have not had any problems with this product and it works as it is supposed to so i would buy again
3,received a defective one that did not want to format returned it bought a different brand instead although from past experience sandisk has been fine
3,my slr has sd cards that take time for the next click thought this would solve the problem as it says its faster and a way better product but i dont see that happening
3,my droid razr runs a little slow is it because of this card i cant be sure what i am sure about is i put this card into my gopro hero black edition and the video i record comes out choppy so i bought the sandisk extreme pro gb version of this card and the gopro works fine now sandisk is normally very good so perhaps i somehow got a bad ultra card i never returned or exchanged it because the warranty had expired before i tried it in my gopro and knew for sure the card was slow the sandisk ultra should work in the gopro hero according to the gopro website so again perhaps i just got a subpar card
3,it work great in my asus tablet for months then it just completely died it was not recognized by any of my devices it had just diedi have rmad it to sandisk the prcess was painless and my replacement should arrive within a few days they emailed me a return label thru ups and sent it off last weekwhen it worked the performance was great and access times were very fast no lag in reading and writing dataif you get this just make sure you have a back up of your data incase of failure had my tablet synced to my cloud service so i did not lose anything i have purchased other sandisk items and have never had a issue
3,when i bought this a year ago i had problems with it working properly in my sprint egt galaxy sii the card kept waking up the phone to be read over and over sandisk acknowledged this problem in some android devices and shipped me a new card once i returned this one to them the new card still had the same problem so i gave up the card is fast and i got a good deal on the price so i am pretty disappointed about it
3,im using this in a samsung galaxy s gb unlocked smartphone and the only problem is as you write more and more flies to the card it gets slower and slower to the point that youll be so po at a crucial moment say for example you want to access a video or doc that when you do actually get your file youve lost all faith in the card so buy it for the capacity but always remember its not reliable for fast access
3,reliable and inexpensive however its quite slow far far slower than the gb samsung pro microsdxc the samsung works well for interactive use while i would only use this sandisk card for applications where speed isnt important
